location,n,hashtag,covid_period,lon,lat
Berkshire/Liverpool,1,UKEdchat,before,NA,NA
Bicolandia,1,UKEdchat,before,123.4136736,13.4209885
Bingley,1,UKEdchat,before,-1.833781,53.847389
"Bingley, Bradford, UK",1,UKEdchat,before,-1.833781,53.847389
"Birkbeck, University of London",1,UKEdchat,before,-0.1303146,51.5218563
Birming,1,UKEdchat,before,-86.8103567,33.5185892
birmingham,1,UKEdchat,before,-86.8103567,33.5185892
"Birmingham, UK.",1,UKEdchat,before,-1.890401,52.48624299999999
Bishop Auckland,1,UKEdchat,before,-1.678788,54.663822
Bishop's Stortford,1,UKEdchat,before,0.1536502,51.8721635
"Blackheath, London",1,UKEdchat,before,0.0090338,51.4658393
Blackpool,1,UKEdchat,before,-3.0370485,53.81674229999999
𝖡𝗅𝖺𝖼𝗄𝗉𝗈𝗈𝗅,1,UKEdchat,before,-3.0370485,53.81674229999999
"Blackwater, England",1,UKEdchat,before,-0.7841490000000001,51.330361
Blantyre Street London  SW10,1,UKEdchat,before,-0.1782806,51.4815372
"Blantyre, Malawi",1,UKEdchat,before,35.0167866,-15.7666707
"Bletchley, Milton Keynes",1,UKEdchat,before,-0.7501369999999999,52.002175
Blyth,1,UKEdchat,before,-1.510277,55.126957
"Blyth, England",1,UKEdchat,before,-1.510277,55.126957
"Bodmin, Cornwall, England",1,UKEdchat,before,-4.7188629,50.4714961
"Bodmin, England",1,UKEdchat,before,-4.7188629,50.4714961
"Bollington, England",1,UKEdchat,before,-2.096652,53.29669999999999
"Bolton, Lancashire",1,UKEdchat,before,-2.4282192,53.57686469999999
"Bolzano, Trentino-Alto Adige",1,UKEdchat,before,11.3547582,46.4982953
"Borden, Kent",1,UKEdchat,before,0.700427,51.334312
Boston Massachusetts,1,UKEdchat,before,-71.0588801,42.3600825
"Boston, MA, USA",1,UKEdchat,before,-71.0588801,42.3600825
"Bourne, England",1,UKEdchat,before,-0.378462,52.76859899999999
"Bracknell, England",1,UKEdchat,before,-0.752517,51.41419819999999
"Brent, London",1,UKEdchat,before,-0.2710568,51.5672808
Bridgend Wales United Kingdom,1,UKEdchat,before,-3.576945,51.504286
"Bridgend, Wales",1,UKEdchat,before,-3.576945,51.504286
Brighton & Hove,1,UKEdchat,before,NA,NA
Brighton and proud,1,UKEdchat,before,NA,NA
"Brighton, Eastbourne, Hastings",1,UKEdchat,before,0.290472,50.768035
"Brighton, United Kingdom",1,UKEdchat,before,-0.1362672,50.8229402
Brightonian out West,1,UKEdchat,before,-77.58631729999999,43.1250206
"Brisbane City, Brisbane",1,UKEdchat,before,153.0260341,-27.4704528
"Brisbane, Queensland",1,UKEdchat,before,153.0260341,-27.4704528
Bristol UK,1,UKEdchat,before,-2.58791,51.454513
Britain,1,UKEdchat,before,-3.435973,55.378051
British Antarctic Survey,1,UKEdchat,before,NA,NA
"Broadstairs, England",1,UKEdchat,before,1.432038,51.360163
"Bromsgrove, Worcestershire",1,UKEdchat,before,-2.061906,52.335589
"Brownsville, TX",1,UKEdchat,before,-97.4974838,25.9017472
Brunei,1,UKEdchat,before,114.727669,4.535277
Bucharest,1,UKEdchat,before,26.1025384,44.4267674
"Buckhurst Hill, London",1,UKEdchat,before,0.034513,51.627572
Buckinghamshire,1,UKEdchat,before,-0.8127664,51.8072204
Buckinghamshire and Wokingham,1,UKEdchat,before,-0.8786847999999999,51.4282659
Bucks and Oxford,1,UKEdchat,before,NA,NA
Bucks and surrounding area,1,UKEdchat,before,NA,NA
"Budapest, Magyarország",1,UKEdchat,before,19.040235,47.497912
"Bude, Cornwall",1,UKEdchat,before,-4.543678,50.826636
"Bude, England",1,UKEdchat,before,-4.543678,50.826636
Budel,1,UKEdchat,before,5.5763506,51.2741027
Bujumbura - Burundi,1,UKEdchat,before,29.3598782,-3.361378
"Burnham-on-Sea, England",1,UKEdchat,before,-2.993858,51.240139
"Burnham-on-Sea, Highbridge",1,UKEdchat,before,-2.991132,51.2311425
"Burnley, England",1,UKEdchat,before,-2.2405035,53.7892877
Bushey,1,UKEdchat,before,-0.35842,51.64761499999999
"Bushey, Watford",1,UKEdchat,before,-0.35842,51.64761499999999
By the coffee machine.,1,UKEdchat,before,NA,NA
"Caerphilly, Wales",1,UKEdchat,before,-3.218134,51.578829
Caerphilly/Caerffili - Hapus i gyfathrebu yn y Gymraeg,1,UKEdchat,before,-3.218134,51.578829
Calderdale,1,UKEdchat,before,-1.8658357,53.7247845
"Calgary, Alberta",1,UKEdchat,before,-114.0718831,51.04473309999999
"California, USA",1,UKEdchat,before,-119.4179324,36.778261
Call us: 0203 771 0095,1,UKEdchat,before,-95.712891,37.09024
"Camberwell, London",1,UKEdchat,before,-0.09301369999999999,51.4740846
"Cambourne, England",1,UKEdchat,before,-0.0662097,52.21776389999999
Cambridge / Bangkok,1,UKEdchat,before,100.5017651,13.7563309
Cambridge / Exeter,1,UKEdchat,before,0.1312729,52.1950788
"Cambridge, MA",1,UKEdchat,before,-71.10973349999999,42.3736158
Cambridge/Essex,1,UKEdchat,before,0.4856781,51.57424469999999
𝙲𝚊𝚖𝚋𝚛𝚒𝚍𝚐𝚎𝚜𝚑𝚒𝚛𝚎,1,UKEdchat,before,0.1218195,52.2052973
Cambridgeshire - PE19 7GG,1,UKEdchat,before,-0.2833485,52.2329345
"Cambs, Peterborough, Norfolk",1,UKEdchat,before,0.1218195,52.2052973
Camden,1,UKEdchat,before,-75.1196199,39.9259463
"Canada / London, U.K.",1,UKEdchat,before,-3.435973,55.378051
"Canberra, Australia",1,UKEdchat,before,149.1310038,-35.2801903
"Canberra, Australian Capital Territory",1,UKEdchat,before,149.1310038,-35.2801903
Canterbury UK,1,UKEdchat,before,1.0789089,51.280233
"Canterbury, Kent",1,UKEdchat,before,1.0789089,51.280233
"Caracas, Venezuela",1,UKEdchat,before,-66.90360629999999,10.4805937
Cardiff & Vale College,1,UKEdchat,before,-3.1680962,51.483707
Cardiff and UK,1,UKEdchat,before,-3.1680962,51.483707
Cardiff and worldwide online.,1,UKEdchat,before,NA,NA
"Cardiff, Wales, UK",1,UKEdchat,before,-3.1680962,51.483707
"Carlisle, England",1,UKEdchat,before,-2.932931,54.892473
"Carlisle, UK",1,UKEdchat,before,-2.932931,54.892473
"Carrollton, TX",1,UKEdchat,before,-96.8899636,32.9756415
Casnewydd,1,UKEdchat,before,-2.997664,51.584151
"Castleford, England",1,UKEdchat,before,-1.345968,53.72346599999999
"Castlegar, British Columbia",1,UKEdchat,before,-117.6593341,49.3237408
Central,1,UKEdchat,before,NA,NA
"Cerdanyola del Vallès, Cat",1,UKEdchat,before,2.1396748,41.4900419
"Chailland , France",1,UKEdchat,before,-0.8733820000000001,48.224245
"Charleston, SC",1,UKEdchat,before,-79.93105120000001,32.7764749
"Charlotte, NC",1,UKEdchat,before,-80.8431267,35.2270869
"Charlottesville, VA",1,UKEdchat,before,-78.47667810000002,38.0293059
Chelmsford,1,UKEdchat,before,-71.3672838,42.5998139
"Chelsea, London",1,UKEdchat,before,-0.170037,51.4869429
"Cheltenham, Gloucestershire",1,UKEdchat,before,-2.0782533,51.8993855
"Cheltenham, UK, Europe",1,UKEdchat,before,-2.0782533,51.8993855
Chennai,1,UKEdchat,before,80.2707184,13.0826802
"Chennai, Tamil Nadu",1,UKEdchat,before,80.2707184,13.0826802
Chepstow,1,UKEdchat,before,-2.673804,51.641856
Cheshire :0),1,UKEdchat,before,NA,NA
Cheshire & London (Oval),1,UKEdchat,before,-2.6103157,53.23263439999999
"Cheshire, UK",1,UKEdchat,before,-2.6103157,53.23263439999999
"Chester, Cheshire.",1,UKEdchat,before,-2.893075,53.193392
"Chesterfield, Derbyshire",1,UKEdchat,before,-1.421629,53.235048
"Chesterfield, England",1,UKEdchat,before,-1.421629,53.235048
Chicago,1,UKEdchat,before,-87.6297982,41.8781136
"Chichester, West Sussex, UK",1,UKEdchat,before,-0.774936,50.83761000000001
"Chico, CA, USA",1,UKEdchat,before,-121.8374777,39.7284944
Chile,1,UKEdchat,before,-71.542969,-35.675147
Chingford,1,UKEdchat,before,0.007362700000000001,51.6320667
"Chorley, UK and International",1,UKEdchat,before,-2.632596,53.653511
"Christchurch, Dorset",1,UKEdchat,before,-1.778586,50.735777
"Chudleigh, Devon, U.K",1,UKEdchat,before,-3.601208,50.606943
Cincinnati,1,UKEdchat,before,-84.5120196,39.1031182
"Cirencester, Cotswolds UK",1,UKEdchat,before,-1.968243,51.718495
"City of London, London",1,UKEdchat,before,-0.0909852,51.5123443
"Cleburne, TX",1,UKEdchat,before,-97.38668369999999,32.3476438
"Clitheroe, Lancashire",1,UKEdchat,before,-2.393083,53.871098
Cliveden,1,UKEdchat,before,-0.688283,51.5581265
Codsall. Wolverhampton,1,UKEdchat,before,-2.192079,52.628089
"Colchester, Essex, UK",1,UKEdchat,before,0.8918740000000001,51.895927
"Colchester, UK",1,UKEdchat,before,0.8918740000000001,51.895927
"Coleraine, Northern Ireland",1,UKEdchat,before,-6.6646102,55.1325802
Colorado,1,UKEdchat,before,-105.7820674,39.5500507
"Colorado, USA",1,UKEdchat,before,-105.7820674,39.5500507
Community of Innovators,1,UKEdchat,before,NA,NA
"Community of Madrid, Spain",1,UKEdchat,before,-3.7038322,40.4167515
"Comox Valley, British Columbia",1,UKEdchat,before,-125.021945,49.70641879999999
"Comunidad Valenciana, España",1,UKEdchat,before,-0.7532808999999999,39.4840108
"Conwy, Wales",1,UKEdchat,before,-3.82948,53.282872
Cookstown,1,UKEdchat,before,-74.5626697,40.0491184
"Copenhagen, Denmark",1,UKEdchat,before,12.5683371,55.6760968
"Coralville, Iowa",1,UKEdchat,before,-91.5960643,41.6822756
"Cornwall, UK",1,UKEdchat,before,-5.0527125,50.26604709999999
"Corsham, Wiltshire",1,UKEdchat,before,-2.189674,51.43144299999999
Costa del nock,1,UKEdchat,before,NA,NA
Côte d'Ivoire,1,UKEdchat,before,-5.547079999999999,7.539988999999999
County Durham UK,1,UKEdchat,before,-1.8811598,54.7294099
"Covent Garden, London",1,UKEdchat,before,-0.1240436,51.5116571
"Coventry, United Kingdom",1,UKEdchat,before,-1.5089521,52.4128163
"Craven Arms, Shropshire, UK",1,UKEdchat,before,-2.8332799,52.44008400000001
"Crawley, South East",1,UKEdchat,before,-0.1872275,51.1091401
"Crewe, England",1,UKEdchat,before,-2.4438209,53.10040499999999
"Crowborough, England",1,UKEdchat,before,0.165894,51.06085299999999
Croydon,1,UKEdchat,before,-0.0956895,51.3769529
"Croydon, England",1,UKEdchat,before,-0.0956895,51.3769529
"Croydon, London",1,UKEdchat,before,-0.0956895,51.3769529
"Croydon, United Kingdom",1,UKEdchat,before,-0.0956895,51.3769529
"Curitiba, Brazil",1,UKEdchat,before,-49.2699727,-25.4372382
Cymru / Wales,1,UKEdchat,before,-3.7837117,52.1306607
Cymru / Wales & Herefordshire,1,UKEdchat,before,-3.7837117,52.1306607
"Cypress, TX",1,UKEdchat,before,-95.6937856,29.9716905
Cyprus,1,UKEdchat,before,33.429859,35.126413
"Dakar,Senegal",1,UKEdchat,before,-17.4676861,14.716677
Dallas,1,UKEdchat,before,-96.79698789999999,32.7766642
"Dallas Ft. Worth Area, TX",1,UKEdchat,before,-96.9209135,32.7078751
"Dallas, Texas",1,UKEdchat,before,-96.79698789999999,32.7766642
"Damac Hills, Hessa St, Dubai",1,UKEdchat,before,55.25200109999999,25.0130608
Daniel O'Brien & John Pearce,1,UKEdchat,before,NA,NA
"Dar es Salaam, Tanzania",1,UKEdchat,before,39.2083284,-6.792354
"Dartford, Kent, UK, DA1 1JG",1,UKEdchat,before,0.2236352,51.432529100000004
"Davenham, England",1,UKEdchat,before,-2.511178,53.235657
"De Pere, WI",1,UKEdchat,before,-88.0603806,44.4488805
Deepest Darkest Devon,1,UKEdchat,before,NA,NA
"Deeping Saint James, England",1,UKEdchat,before,-0.285788,52.669037
"Denver, CO",1,UKEdchat,before,-104.990251,39.7392358
"Denver, CO, USA",1,UKEdchat,before,-104.990251,39.7392358
"Deptford, SE London",1,UKEdchat,before,-0.0231099,51.4807988
Derby UK,1,UKEdchat,before,-1.4746186,52.9225301
"Derby, UK",1,UKEdchat,before,-1.4746186,52.9225301
Derbyshire / The Lake District,1,UKEdchat,before,-1.5623885,53.1046782
"Derbyshire, England",1,UKEdchat,before,-1.5623885,53.1046782
"Derwent Valley, England",1,UKEdchat,before,-1.502789690804761,53.11686361707763
Deutschland,1,UKEdchat,before,10.451526,51.165691
"Deutschland, Regensburg",1,UKEdchat,before,12.1016236,49.0134297
Devon / Leicestershire,1,UKEdchat,before,-1.1397592,52.6368778
Devon & Kent,1,UKEdchat,before,-3.530875,50.7155591
"Devon, Glouc & Pembrokeshire",1,UKEdchat,before,NA,NA
"Devon, UK",1,UKEdchat,before,-3.530875,50.7155591
"Dewsbury, England",1,UKEdchat,before,-1.6296949,53.689833
Dhaka,1,UKEdchat,before,90.4125181,23.810332
"Didcot, Oxfordshire",1,UKEdchat,before,-1.24484,51.60804400000001
"Didsbury, Manchester",1,UKEdchat,before,-2.2294172,53.4103463
"Diss, England",1,UKEdchat,before,1.108394,52.37649099999999
"Dobbs Ferry, NY",1,UKEdchat,before,-73.87263500000002,41.0145418
"Doha, qatar",1,UKEdchat,before,51.53103979999999,25.2854473
"Doha, Qatar",1,UKEdchat,before,51.53103979999999,25.2854473
"Dolygaer, Wales",1,UKEdchat,before,-3.381729,51.820974
Doncaster,1,UKEdchat,before,-1.128462,53.52282
Donostia-San Sebastián,1,UKEdchat,before,-1.9812313,43.318334
Dorset and Bath,1,UKEdchat,before,-2.3444786,50.7487635
"Dorset, UK",1,UKEdchat,before,-2.3444786,50.7487635
Dublin,1,UKEdchat,before,-6.2603097,53.3498053
"Duluth, GA",1,UKEdchat,before,-84.1446376,34.0028786
"Dulwich, London",1,UKEdchat,before,-0.0675547,51.4433257
"Dumbarton, Scotland",1,UKEdchat,before,-4.564554,55.945287
"Dumfries, Scotland",1,UKEdchat,before,-3.60512,55.070859
"Dunbar, Scotland",1,UKEdchat,before,-2.516737,56.002087
"Dunblane, Scotland",1,UKEdchat,before,-3.967449,56.183877
Dundee & London,1,UKEdchat,before,-2.970721,56.462018
"Dunfermline, Scotland",1,UKEdchat,before,-3.452151,56.071741
"Durley, England",1,UKEdchat,before,-1.2640186,50.9430702
"Dursley, Gloucestershire",1,UKEdchat,before,-2.350518,51.678768
"Eagle, Lincolnshire, UK",1,UKEdchat,before,-0.6895699,53.193882
"Ealing, London",1,UKEdchat,before,-0.3043136,51.5132537
"Earlston, Scotland",1,UKEdchat,before,-2.678481,55.639736
Earth (for now...),1,UKEdchat,before,NA,NA
"East Ham, London",1,UKEdchat,before,0.04991139999999999,51.5333972
East London and Abu Dhabi,1,UKEdchat,before,54.3773438,24.453884
East London and Essex,1,UKEdchat,before,0.0655092,51.55633
East Midlands,1,UKEdchat,before,NA,NA
"East Midlands, UK",1,UKEdchat,before,-3.435973,55.378051
East of England,1,UKEdchat,before,0.1926716,52.1910738
East of England and London,1,UKEdchat,before,-0.1275862,51.5072178
East Reading,1,UKEdchat,before,-0.9492029999999999,51.4529503
East Sussex,1,UKEdchat,before,0.2494166,50.9085955
East Syracuse NY,1,UKEdchat,before,-76.0785332,43.0653446
East Yorkshire UK,1,UKEdchat,before,-0.4344106,53.8416168
"Eastbourne, UK",1,UKEdchat,before,0.290472,50.768035
"Easton, Maryland",1,UKEdchat,before,-76.0763305,38.7742826
"Eaton, Norwich, Norfolk",1,UKEdchat,before,1.2545105,52.605976
"Echo Beach, Far away in time",1,UKEdchat,before,NA,NA
"Edenton, NC",1,UKEdchat,before,-76.6077213,36.057938
"EDINA, Edinburgh, UK",1,UKEdchat,before,-3.1727696,55.9597625
Edinburgh,1,UKEdchat,before,-3.188267,55.953252
Edmonton London N9 9TU,1,UKEdchat,before,-0.0772443,51.6234504
Edmonton Treaty 6 Territory,1,UKEdchat,before,-113.6237394,53.5500151
"Edmonton, Alberta CANADA",1,UKEdchat,before,-113.4938229,53.5461245
"Egham, Surrey TW20 OEX",1,UKEdchat,before,-0.5667261,51.4248135
"El Cerrito, CA",1,UKEdchat,before,-122.310765,37.9161326
"El Paso, TX",1,UKEdchat,before,-106.4850217,31.7618778
"Ely, England",1,UKEdchat,before,0.262363,52.399539
Email: national@arvon.org,1,UKEdchat,before,NA,NA
Email: paul@pe4learning.com,1,UKEdchat,before,NA,NA
EMEA offices,1,UKEdchat,before,NA,NA
En algun lugar del mundo,1,UKEdchat,before,NA,NA
England - but for how long?,1,UKEdchat,before,-1.1743197,52.3555177
England / USA,1,UKEdchat,before,-1.1743197,52.3555177
England / Yemen,1,UKEdchat,before,48.516388,15.552727
England and Wales,1,UKEdchat,before,NA,NA
"England, Own views",1,UKEdchat,before,-1.1743197,52.3555177
"England, UK",1,UKEdchat,before,-1.1743197,52.3555177
"Epsom, Surrey",1,UKEdchat,before,-0.2637125,51.33510039999999
"Epsom, UK",1,UKEdchat,before,-0.2637125,51.33510039999999
España,1,UKEdchat,before,-3.74922,40.46366700000001
Essex Herts Norfolk Suffolk,1,UKEdchat,before,0.8864021,52.6139686
Essex UK,1,UKEdchat,before,0.4856781,51.57424469999999
"Eureka Direct, Unit 5, 145 Sterte Road, Poole, BH15 2AF",1,UKEdchat,before,-1.986197,50.7257919
Europe,1,UKEdchat,before,15.2551187,54.5259614
Europe 🇪🇺,1,UKEdchat,before,15.2551187,54.5259614
European Union,1,UKEdchat,before,15.2551187,54.5259614
Every Corner of the UK,1,UKEdchat,before,-3.435973,55.378051
Everywhere,1,UKEdchat,before,NA,NA
Everywhere  ✈️,1,UKEdchat,before,NA,NA
Everywhere.,1,UKEdchat,before,NA,NA
"ExCeL, London",1,UKEdchat,before,0.02984599999999999,51.50846010000001
"Exeter, United Kingdom",1,UKEdchat,before,-3.5274889,50.72603669999999
"Exhibition Road, London",1,UKEdchat,before,-0.1741031,51.4981965
fairytopia-over the rainbow,1,UKEdchat,before,NA,NA
Falmouth,1,UKEdchat,before,-70.60858859999999,41.5532208
"Fareham, Hampshire, UK",1,UKEdchat,before,-1.1865868,50.8548464
Farnborough,1,UKEdchat,before,-0.7526149999999999,51.2868939
"Fayetteville, AR",1,UKEdchat,before,-94.16058389999999,36.0626579
"Fayetteville, NC",1,UKEdchat,before,-78.87835849999999,35.0526641
"Fennville, Michigan, USA",1,UKEdchat,before,-86.1017009,42.5939168
Fighting Inequality ⭕️,1,UKEdchat,before,NA,NA
Finland,1,UKEdchat,before,25.748151,61.92410999999999
"Florence, AL USA",1,UKEdchat,before,-87.677251,34.79981
Florida,1,UKEdchat,before,-81.5157535,27.6648274
Folkestone,1,UKEdchat,before,1.169456,51.081397
For Podcast - 2mrpspodcast.com,1,UKEdchat,before,NA,NA
Forest of Dean,1,UKEdchat,before,-2.5519169,51.7999835
"Forest of Dean, England",1,UKEdchat,before,-2.5519169,51.7999835
Former marketing mgr & journo,1,UKEdchat,before,NA,NA
"Fort Worth, Texas",1,UKEdchat,before,-97.3307658,32.7554883
"Frankfurt am Main, Deutschland",1,UKEdchat,before,8.6821267,50.1109221
"Frederick, MD 21702",1,UKEdchat,before,-77.4472495,39.4839351
Fredericton NB,1,UKEdchat,before,-66.6431151,45.9635895
Fresno,1,UKEdchat,before,-119.7871247,36.7377981
"Frisco, TX USA",1,UKEdchat,before,-96.82361159999999,33.1506744
From Cover To Cover!,1,UKEdchat,before,NA,NA
from Kenya to Dorset via Berks,1,UKEdchat,before,37.906193,-0.023559
"Ft. Myers, FL",1,UKEdchat,before,-81.8723084,26.640628
"Fulham & Watford, Planet Cyber",1,UKEdchat,before,NA,NA
"Fylde, England",1,UKEdchat,before,-2.9030322,53.7669515
"Gainesville, Virginia",1,UKEdchat,before,-77.6138802,38.7956706
"Galicia, Spain",1,UKEdchat,before,-8.1338558,42.5750554
"Garland, TX",1,UKEdchat,before,-96.63888329999999,32.912624
"Garstang, England",1,UKEdchat,before,-2.772196,53.90302699999999
"Gateshead, England",1,UKEdchat,before,-1.603411,54.95268
"GC, Queensland, Australia",1,UKEdchat,before,153.4,-28.016667
Geneva,1,UKEdchat,before,6.1431577,46.2043907
"Geneva, Switzerland",1,UKEdchat,before,6.1431577,46.2043907
"Geneva, Switzerland 🇨🇭🇫🇷",1,UKEdchat,before,6.1431577,46.2043907
"Ghaziabad, India",1,UKEdchat,before,77.45375779999999,28.6691565
Gibraltar,1,UKEdchat,before,-5.353585,36.140751
GIR Somnath,1,UKEdchat,before,70.7168469,21.0119385
girl about town,1,UKEdchat,before,-111.8865471,33.6397795
Glasgow and West of Scotland,1,UKEdchat,before,-4.251806,55.864237
Glasgow West end (Hillhead),1,UKEdchat,before,-4.2922569,55.8754333
"Glastonbury, England",1,UKEdchat,before,-2.718454,51.147427
"Glastonbury, Somerset, U.K",1,UKEdchat,before,-2.718454,51.147427
"Glendora, CA",1,UKEdchat,before,-117.865339,34.1361187
global,1,UKEdchat,before,NA,NA
Global (Equality!),1,UKEdchat,before,NA,NA
"Global (HQ: Calgary, Canada)",1,UKEdchat,before,-114.0718831,51.04473309999999
GLOBAL BABY YEAH!,1,UKEdchat,before,174.775846,-36.880304
Global citizen in London,1,UKEdchat,before,-0.1275862,51.5072178
Global Offices,1,UKEdchat,before,NA,NA
"Global Readership 280,000",1,UKEdchat,before,NA,NA
GLOBE,1,UKEdchat,before,NA,NA
Gloucester,1,UKEdchat,before,-70.6619888,42.6159285
"Goa, India",1,UKEdchat,before,74.12399599999999,15.2993265
God’s country,1,UKEdchat,before,NA,NA
"Godalming, England",1,UKEdchat,before,-0.612808,51.18573199999999
Grab a signed book at ➡️,1,UKEdchat,before,NA,NA
"Granada, Spain",1,UKEdchat,before,-3.5984368,37.1774605
Gravesend,1,UKEdchat,before,-73.9768653,40.5918636
"Gravesend, South East",1,UKEdchat,before,0.370759,51.44188399999999
"Grayslake, IL",1,UKEdchat,before,-88.04174599999999,42.34446639999999
Graz Umgebung,1,UKEdchat,before,15.333565,47.1657838
Great Lakes-Derbyshire,1,UKEdchat,before,-82.4846115,45.0522366
Great Malvern,1,UKEdchat,before,-2.32607,52.1116462
"Great Plains, Kansas, USA",1,UKEdchat,before,-98.4842465,39.011902
Greater Boston Area,1,UKEdchat,before,-71.0588305,42.3600709
Greater London,1,UKEdchat,before,-0.0936496,51.4309209
"Greater Manchester, England",1,UKEdchat,before,-2.1578377,53.4575955
Greater Vancouver,1,UKEdchat,before,-123.0824217,49.2501243
"Greenville, NC",1,UKEdchat,before,-77.3663538,35.612661
Gresford,1,UKEdchat,before,-2.975691,53.085946
"Greystoke, England",1,UKEdchat,before,-2.8691829,54.669778
grlsluvs's ❤,1,UKEdchat,before,NA,NA
